phase,symbol,price,event_time,seq,size,expected_partition,expected_window_start,expected_drop_shared
1,TSLA,99.850607,1787200015.75,75,1000,2,1787200015.0,0
1,TSLA,99.849985,1787200015.76,76,1000,2,1787200015.0,0
1,TSLA,99.890212,1787200015.77,77,1000,2,1787200015.0,0
1,TSLA,99.871994,1787200015.78,78,1000,2,1787200015.0,0
1,TSLA,99.864544,1787200015.79,79,1000,2,1787200015.0,0
1,TSLA,99.886977,1787200015.8,80,1000,2,1787200015.0,0
1,TSLA,99.850311,1787200015.81,81,1000,2,1787200015.0,0
1,TSLA,99.802392,1787200015.82,82,1000,2,1787200015.0,0
1,TSLA,99.870229,1787200015.83,83,1000,2,1787200015.0,0
1,TSLA,99.818481,1787200015.84,84,1000,2,1787200015.0,0
1,TSLA,99.895552,1787200015.85,85,1000,2,1787200015.0,0
1,TSLA,99.905665,1787200015.86,86,1000,2,1787200015.0,0
1,TSLA,99.949115,1787200015.87,87,1000,2,1787200015.0,0
1,TSLA,99.956045,1787200015.88,88,1000,2,1787200015.0,0
1,TSLA,99.911202,1787200015.89,89,1000,2,1787200015.0,0
1,TSLA,99.904961,1787200015.9,90,1000,2,1787200015.0,0
1,TSLA,99.949775,1787200015.91,91,1000,2,1787200015.0,0
1,TSLA,99.968959,1787200015.92,92,1000,2,1787200015.0,0
1,TSLA,99.90896,1787200015.93,93,1000,2,1787200015.0,0
1,TSLA,99.978381,1787200015.94,94,1000,2,1787200015.0,0
1,TSLA,99.912531,1787200015.95,95,1000,2,1787200015.0,0
1,TSLA,99.848299,1787200015.96,96,1000,2,1787200015.0,0
1,TSLA,99.836242,1787200015.97,97,1000,2,1787200015.0,0
1,TSLA,99.900057,1787200015.98,98,1000,2,1787200015.0,0
1,TSLA,99.86829,1787200015.99,99,1000,2,1787200015.0,0
1,NVDA,100.00425,1787200015.0,0,1000,2,1787200015.0,0
1,NVDA,100.001825,1787200015.01,1,1000,2,1787200015.0,0
1,NVDA,100.021886,1787200015.02,2,1000,2,1787200015.0,0
1,NVDA,99.969731,1787200015.03,3,1000,2,1787200015.0,0
1,NVDA,99.931261,1787200015.04,4,1000,2,1787200015.0,0
1,NVDA,99.905059,1787200015.05,5,1000,2,1787200015.0,0
1,NVDA,99.939561,1787200015.06,6,1000,2,1787200015.0,0
1,NVDA,99.93937,1787200015.07,7,1000,2,1787200015.0,0
1,NVDA,99.935362,1787200015.08,8,1000,2,1787200015.0,0
1,NVDA,99.948127,1787200015.09,9,1000,2,1787200015.0,0
1,NVDA,99.893608,1787200015.1,10,1000,2,1787200015.0,0
1,NVDA,99.793633,1787200015.11,11,1000,2,1787200015.0,0
1,NVDA,99.773558,1787200015.12,12,1000,2,1787200015.0,0
1,NVDA,99.771459,1787200015.13,13,1000,2,1787200015.0,0
1,NVDA,99.797013,1787200015.14,14,1000,2,1787200015.0,0
1,NVDA,99.802038,1787200015.15,15,1000,2,1787200015.0,0
1,NVDA,99.835736,1787200015.16,16,1000,2,1787200015.0,0
1,NVDA,99.844378,1787200015.17,17,1000,2,1787200015.0,0
1,NVDA,99.788201,1787200015.18,18,1000,2,1787200015.0,0
1,NVDA,99.653458,1787200015.19,19,1000,2,1787200015.0,0
1,NVDA,99.68348,1787200015.2,20,1000,2,1787200015.0,0
1,NVDA,99.783089,1787200015.21,21,1000,2,1787200015.0,0
1,NVDA,99.759829,1787200015.22,22,1000,2,1787200015.0,0
1,NVDA,99.786636,1787200015.23,23,1000,2,1787200015.0,0
1,NVDA,99.852895,1787200015.24,24,1000,2,1787200015.0,0
1,NVDA,99.850384,1787200015.25,25,1000,2,1787200015.0,0
1,NVDA,99.843865,1787200015.26,26,1000,2,1787200015.0,0
1,NVDA,99.906199,1787200015.27,27,1000,2,1787200015.0,0
1,NVDA,99.895984,1787200015.28,28,1000,2,1787200015.0,0
1,NVDA,99.886289,1787200015.29,29,1000,2,1787200015.0,0
1,NVDA,99.897149,1787200015.3,30,1000,2,1787200015.0,0
1,NVDA,99.918249,1787200015.31,31,1000,2,1787200015.0,0
1,NVDA,99.898454,1787200015.32,32,1000,2,1787200015.0,0
1,NVDA,99.937186,1787200015.33,33,1000,2,1787200015.0,0
1,NVDA,99.915964,1787200015.34,34,1000,2,1787200015.0,0
1,NVDA,100.016265,1787200015.35,35,1000,2,1787200015.0,0
1,NVDA,100.030293,1787200015.36,36,1000,2,1787200015.0,0
1,NVDA,100.019049,1787200015.37,37,1000,2,1787200015.0,0
1,NVDA,100.092934,1787200015.38,38,1000,2,1787200015.0,0
1,NVDA,100.088763,1787200015.39,39,1000,2,1787200015.0,0
1,NVDA,100.180957,1787200015.4,40,1000,2,1787200015.0,0
1,NVDA,100.21106,1787200015.41,41,1000,2,1787200015.0,0
1,NVDA,100.254621,1787200015.42,42,1000,2,1787200015.0,0
1,NVDA,100.253029,1787200015.43,43,1000,2,1787200015.0,0
1,NVDA,100.22789,1787200015.44,44,1000,2,1787200015.0,0
1,NVDA,100.21955,1787200015.45,45,1000,2,1787200015.0,0
1,NVDA,100.18551,1787200015.46,46,1000,2,1787200015.0,0
1,NVDA,100.190891,1787200015.47,47,1000,2,1787200015.0,0
1,NVDA,100.157382,1787200015.48,48,1000,2,1787200015.0,0
1,NVDA,100.126747,1787200015.49,49,1000,2,1787200015.0,0
1,NVDA,100.14516,1787200015.5,50,1000,2,1787200015.0,0
1,NVDA,100.184317,1787200015.51,51,1000,2,1787200015.0,0
1,NVDA,100.112151,1787200015.52,52,1000,2,1787200015.0,0
1,NVDA,100.154501,1787200015.53,53,1000,2,1787200015.0,0
1,NVDA,100.109049,1787200015.54,54,1000,2,1787200015.0,0
1,NVDA,100.021334,1787200015.55,55,1000,2,1787200015.0,0
1,NVDA,99.990104,1787200015.56,56,1000,2,1787200015.0,0
1,NVDA,100.046644,1787200015.57,57,1000,2,1787200015.0,0
1,NVDA,100.033453,1787200015.58,58,1000,2,1787200015.0,0
1,NVDA,100.114035,1787200015.59,59,1000,2,1787200015.0,0
1,NVDA,100.076899,1787200015.6,60,1000,2,1787200015.0,0
1,NVDA,100.064913,1787200015.61,61,1000,2,1787200015.0,0
1,NVDA,100.023723,1787200015.62,62,1000,2,1787200015.0,0
1,NVDA,99.984204,1787200015.63,63,1000,2,1787200015.0,0
1,NVDA,100.007926,1787200015.64,64,1000,2,1787200015.0,0
1,NVDA,99.946576,1787200015.65,65,1000,2,1787200015.0,0
1,NVDA,99.95387,1787200015.66,66,1000,2,1787200015.0,0
1,NVDA,99.892161,1787200015.67,67,1000,2,1787200015.0,0
1,NVDA,99.889036,1787200015.68,68,1000,2,1787200015.0,0
1,NVDA,99.831354,1787200015.69,69,1000,2,1787200015.0,0
1,NVDA,99.855874,1787200015.7,70,1000,2,1787200015.0,0
1,NVDA,99.931986,1787200015.71,71,1000,2,1787200015.0,0
1,NVDA,99.977197,1787200015.72,72,1000,2,1787200015.0,0
1,NVDA,99.903512,1787200015.73,73,1000,2,1787200015.0,0
1,NVDA,99.909335,1787200015.74,74,1000,2,1787200015.0,0
1,NVDA,99.990697,1787200015.75,75,1000,2,1787200015.0,0
1,NVDA,100.050833,1787200015.76,76,1000,2,1787200015.0,0
1,NVDA,100.066795,1787200015.77,77,1000,2,1787200015.0,0
1,NVDA,100.093408,1787200015.78,78,1000,2,1787200015.0,0
1,NVDA,100.1258,1787200015.79,79,1000,2,1787200015.0,0
1,NVDA,100.108893,1787200015.8,80,1000,2,1787200015.0,0
1,NVDA,100.117648,1787200015.81,81,1000,2,1787200015.0,0
1,NVDA,100.100723,1787200015.82,82,1000,2,1787200015.0,0
1,NVDA,100.026929,1787200015.83,83,1000,2,1787200015.0,0
1,NVDA,100.085104,1787200015.84,84,1000,2,1787200015.0,0
1,NVDA,100.152966,1787200015.85,85,1000,2,1787200015.0,0
1,NVDA,100.090841,1787200015.86,86,1000,2,1787200015.0,0
1,NVDA,100.164001,1787200015.87,87,1000,2,1787200015.0,0
1,NVDA,100.187715,1787200015.88,88,1000,2,1787200015.0,0
1,NVDA,100.169583,1787200015.89,89,1000,2,1787200015.0,0
1,NVDA,100.162598,1787200015.9,90,1000,2,1787200015.0,0
1,NVDA,100.176211,1787200015.91,91,1000,2,1787200015.0,0
1,NVDA,100.220751,1787200015.92,92,1000,2,1787200015.0,0
1,NVDA,100.226111,1787200015.93,93,1000,2,1787200015.0,0
1,NVDA,100.246748,1787200015.94,94,1000,2,1787200015.0,0
1,NVDA,100.326634,1787200015.95,95,1000,2,1787200015.0,0
1,NVDA,100.302174,1787200015.96,96,1000,2,1787200015.0,0
1,NVDA,100.241317,1787200015.97,97,1000,2,1787200015.0,0
1,NVDA,100.227008,1787200015.98,98,1000,2,1787200015.0,0
1,NVDA,100.250065,1787200015.99,99,1000,2,1787200015.0,0
2,AAPL,99.991286,1787200000.005,0,1000,0,1787200000.0,1
2,INTC,100.017955,1787200000.005,0,1000,1,1787200000.0,1
2,MSFT,100.050935,1787200000.005,0,1000,0,1787200000.0,1
2,AAPL,99.991842,1787200000.015,1,1000,0,1787200000.0,1
2,INTC,99.994785,1787200000.015,1,1000,1,1787200000.0,1
2,MSFT,100.061607,1787200000.015,1,1000,0,1787200000.0,1
2,AAPL,100.052554,1787200000.025,2,1000,0,1787200000.0,1
2,INTC,99.945248,1787200000.025,2,1000,1,1787200000.0,1
2,MSFT,100.082931,1787200000.025,2,1000,0,1787200000.0,1
2,AAPL,100.091553,1787200000.035,3,1000,0,1787200000.0,1
2,INTC,99.96575,1787200000.035,3,1000,1,1787200000.0,1
2,MSFT,100.103839,1787200000.035,3,1000,0,1787200000.0,1
2,AAPL,100.041722,1787200000.045,4,1000,0,1787200000.0,1
2,INTC,99.924664,1787200000.045,4,1000,1,1787200000.0,1
2,MSFT,100.168639,1787200000.045,4,1000,0,1787200000.0,1
2,AAPL,100.016314,1787200000.055,5,1000,0,1787200000.0,1
2,INTC,100.007439,1787200000.055,5,1000,1,1787200000.0,1
2,MSFT,100.100917,1787200000.055,5,1000,0,1787200000.0,1
2,AAPL,100.019049,1787200000.065,6,1000,0,1787200000.0,1
2,INTC,99.989516,1787200000.065,6,1000,1,1787200000.0,1
2,MSFT,100.101576,1787200000.065,6,1000,0,1787200000.0,1
2,AAPL,100.008383,1787200000.075,7,1000,0,1787200000.0,1
2,INTC,100.053952,1787200000.075,7,1000,1,1787200000.0,1
2,MSFT,100.104671,1787200000.075,7,1000,0,1787200000.0,1
2,AAPL,99.954777,1787200000.085,8,1000,0,1787200000.0,1
2,INTC,99.970925,1787200000.085,8,1000,1,1787200000.0,1
2,MSFT,100.028367,1787200000.085,8,1000,0,1787200000.0,1
2,AAPL,99.94028,1787200000.095,9,1000,0,1787200000.0,1
2,INTC,99.936502,1787200000.095,9,1000,1,1787200000.0,1
2,MSFT,100.001896,1787200000.095,9,1000,0,1787200000.0,1
2,AAPL,99.957194,1787200000.105,10,1000,0,1787200000.0,1
2,INTC,99.980012,1787200000.105,10,1000,1,1787200000.0,1
2,MSFT,99.976279,1787200000.105,10,1000,0,1787200000.0,1
2,AAPL,99.98363,1787200000.115,11,1000,0,1787200000.0,1
2,INTC,99.896066,1787200000.115,11,1000,1,1787200000.0,1
2,MSFT,100.064879,1787200000.115,11,1000,0,1787200000.0,1
2,AAPL,100.001175,1787200000.125,12,1000,0,1787200000.0,1
2,INTC,99.864468,1787200000.125,12,1000,1,1787200000.0,1
2,MSFT,100.054549,1787200000.125,12,1000,0,1787200000.0,1
2,AAPL,100.073443,1787200000.135,13,1000,0,1787200000.0,1
2,INTC,99.839363,1787200000.135,13,1000,1,1787200000.0,1
2,MSFT,100.073778,1787200000.135,13,1000,0,1787200000.0,1
2,AAPL,100.062304,1787200000.145,14,1000,0,1787200000.0,1
2,INTC,99.797078,1787200000.145,14,1000,1,1787200000.0,1
2,MSFT,100.067239,1787200000.145,14,1000,0,1787200000.0,1
2,AAPL,100.195403,1787200000.155,15,1000,0,1787200000.0,1
2,INTC,99.816292,1787200000.155,15,1000,1,1787200000.0,1
2,MSFT,100.072556,1787200000.155,15,1000,0,1787200000.0,1
2,AAPL,100.175401,1787200000.165,16,1000,0,1787200000.0,1
2,INTC,99.816457,1787200000.165,16,1000,1,1787200000.0,1
2,MSFT,100.103135,1787200000.165,16,1000,0,1787200000.0,1
2,AAPL,100.181903,1787200000.175,17,1000,0,1787200000.0,1
2,INTC,99.774273,1787200000.175,17,1000,1,1787200000.0,1
2,MSFT,100.108769,1787200000.175,17,1000,0,1787200000.0,1
2,AAPL,100.175489,1787200000.185,18,1000,0,1787200000.0,1
2,INTC,99.784299,1787200000.185,18,1000,1,1787200000.0,1
2,MSFT,100.101724,1787200000.185,18,1000,0,1787200000.0,1
2,AAPL,100.123217,1787200000.195,19,1000,0,1787200000.0,1
2,INTC,99.798175,1787200000.195,19,1000,1,1787200000.0,1
2,MSFT,100.170832,1787200000.195,19,1000,0,1787200000.0,1
2,AAPL,100.070923,1787200000.205,20,1000,0,1787200000.0,1
2,INTC,99.824222,1787200000.205,20,1000,1,1787200000.0,1
2,MSFT,100.25588,1787200000.205,20,1000,0,1787200000.0,1
2,AAPL,100.020743,1787200000.215,21,1000,0,1787200000.0,1
2,INTC,99.845329,1787200000.215,21,1000,1,1787200000.0,1
2,MSFT,100.231617,1787200000.215,21,1000,0,1787200000.0,1
2,AAPL,99.932989,1787200000.225,22,1000,0,1787200000.0,1
2,INTC,99.854199,1787200000.225,22,1000,1,1787200000.0,1
2,MSFT,100.293752,1787200000.225,22,1000,0,1787200000.0,1
2,AAPL,99.945592,1787200000.235,23,1000,0,1787200000.0,1
2,INTC,99.846506,1787200000.235,23,1000,1,1787200000.0,1
2,MSFT,100.290372,1787200000.235,23,1000,0,1787200000.0,1
2,AAPL,99.940746,1787200000.245,24,1000,0,1787200000.0,1
2,INTC,99.902391,1787200000.245,24,1000,1,1787200000.0,1
2,MSFT,100.296874,1787200000.245,24,1000,0,1787200000.0,1
2,AAPL,99.956718,1787200000.255,25,1000,0,1787200000.0,1
2,INTC,99.889731,1787200000.255,25,1000,1,1787200000.0,1
2,MSFT,100.326488,1787200000.255,25,1000,0,1787200000.0,1
2,AAPL,99.907802,1787200000.265,26,1000,0,1787200000.0,1
2,INTC,99.781725,1787200000.265,26,1000,1,1787200000.0,1
2,MSFT,100.300723,1787200000.265,26,1000,0,1787200000.0,1
2,AAPL,99.853884,1787200000.275,27,1000,0,1787200000.0,1
2,INTC,99.785513,1787200000.275,27,1000,1,1787200000.0,1
2,MSFT,100.365839,1787200000.275,27,1000,0,1787200000.0,1
2,AAPL,99.815645,1787200000.285,28,1000,0,1787200000.0,1
2,INTC,99.732464,1787200000.285,28,1000,1,1787200000.0,1
2,MSFT,100.41716,1787200000.285,28,1000,0,1787200000.0,1
2,AAPL,99.858672,1787200000.295,29,1000,0,1787200000.0,1
2,INTC,99.795375,1787200000.295,29,1000,1,1787200000.0,1
2,MSFT,100.473354,1787200000.295,29,1000,0,1787200000.0,1
2,AAPL,99.858577,1787200000.305,30,1000,0,1787200000.0,1
2,INTC,99.810333,1787200000.305,30,1000,1,1787200000.0,1
2,MSFT,100.474036,1787200000.305,30,1000,0,1787200000.0,1
2,AAPL,99.872887,1787200000.315,31,1000,0,1787200000.0,1
2,INTC,99.840854,1787200000.315,31,1000,1,1787200000.0,1
2,MSFT,100.513924,1787200000.315,31,1000,0,1787200000.0,1
2,AAPL,99.846813,1787200000.325,32,1000,0,1787200000.0,1
2,INTC,99.809554,1787200000.325,32,1000,1,1787200000.0,1
2,MSFT,100.414799,1787200000.325,32,1000,0,1787200000.0,1
2,AAPL,99.844009,1787200000.335,33,1000,0,1787200000.0,1
2,INTC,99.78311,1787200000.335,33,1000,1,1787200000.0,1
2,MSFT,100.363982,1787200000.335,33,1000,0,1787200000.0,1
2,AAPL,99.864467,1787200000.345,34,1000,0,1787200000.0,1
2,INTC,99.828476,1787200000.345,34,1000,1,1787200000.0,1
2,MSFT,100.321759,1787200000.345,34,1000,0,1787200000.0,1
2,AAPL,99.846538,1787200000.355,35,1000,0,1787200000.0,1
2,INTC,99.733106,1787200000.355,35,1000,1,1787200000.0,1
2,MSFT,100.317691,1787200000.355,35,1000,0,1787200000.0,1
2,AAPL,99.783911,1787200000.365,36,1000,0,1787200000.0,1
2,INTC,99.753077,1787200000.365,36,1000,1,1787200000.0,1
2,MSFT,100.363928,1787200000.365,36,1000,0,1787200000.0,1
2,AAPL,99.789431,1787200000.375,37,1000,0,1787200000.0,1
2,INTC,99.827982,1787200000.375,37,1000,1,1787200000.0,1
2,MSFT,100.395511,1787200000.375,37,1000,0,1787200000.0,1
2,AAPL,99.795894,1787200000.385,38,1000,0,1787200000.0,1
2,INTC,99.810943,1787200000.385,38,1000,1,1787200000.0,1
2,MSFT,100.353146,1787200000.385,38,1000,0,1787200000.0,1
2,AAPL,99.75182,1787200000.395,39,1000,0,1787200000.0,1
2,INTC,99.812687,1787200000.395,39,1000,1,1787200000.0,1
2,MSFT,100.352356,1787200000.395,39,1000,0,1787200000.0,1
2,AAPL,99.774722,1787200000.405,40,1000,0,1787200000.0,1
2,INTC,99.880426,1787200000.405,40,1000,1,1787200000.0,1
2,MSFT,100.323379,1787200000.405,40,1000,0,1787200000.0,1
2,AAPL,99.761581,1787200000.415,41,1000,0,1787200000.0,1
2,INTC,99.850655,1787200000.415,41,1000,1,1787200000.0,1
2,MSFT,100.349109,1787200000.415,41,1000,0,1787200000.0,1
2,AAPL,99.763996,1787200000.425,42,1000,0,1787200000.0,1
2,INTC,99.856195,1787200000.425,42,1000,1,1787200000.0,1
2,MSFT,100.367203,1787200000.425,42,1000,0,1787200000.0,1
2,AAPL,99.833734,1787200000.435,43,1000,0,1787200000.0,1
2,INTC,99.948744,1787200000.435,43,1000,1,1787200000.0,1
2,MSFT,100.431223,1787200000.435,43,1000,0,1787200000.0,1
2,AAPL,99.919309,1787200000.445,44,1000,0,1787200000.0,1
2,INTC,99.964968,1787200000.445,44,1000,1,1787200000.0,1
2,MSFT,100.498212,1787200000.445,44,1000,0,1787200000.0,1
2,AAPL,99.910548,1787200000.455,45,1000,0,1787200000.0,1
2,INTC,99.970717,1787200000.455,45,1000,1,1787200000.0,1
2,MSFT,100.566861,1787200000.455,45,1000,0,1787200000.0,1
2,AAPL,99.989431,1787200000.465,46,1000,0,1787200000.0,1
2,INTC,99.959675,1787200000.465,46,1000,1,1787200000.0,1
2,MSFT,100.559613,1787200000.465,46,1000,0,1787200000.0,1
2,AAPL,99.956035,1787200000.475,47,1000,0,1787200000.0,1
2,INTC,99.952173,1787200000.475,47,1000,1,1787200000.0,1
2,MSFT,100.550397,1787200000.475,47,1000,0,1787200000.0,1
2,AAPL,99.911841,1787200000.485,48,1000,0,1787200000.0,1
2,INTC,99.984484,1787200000.485,48,1000,1,1787200000.0,1
2,MSFT,100.599085,1787200000.485,48,1000,0,1787200000.0,1
2,AAPL,99.917389,1787200000.495,49,1000,0,1787200000.0,1
2,INTC,100.061431,1787200000.495,49,1000,1,1787200000.0,1
2,MSFT,100.598632,1787200000.495,49,1000,0,1787200000.0,1
2,AAPL,99.879029,1787200000.505,50,1000,0,1787200000.0,1
2,INTC,100.092213,1787200000.505,50,1000,1,1787200000.0,1
2,MSFT,100.572507,1787200000.505,50,1000,0,1787200000.0,1
2,AAPL,99.927763,1787200000.515,51,1000,0,1787200000.0,1
2,INTC,100.117536,1787200000.515,51,1000,1,1787200000.0,1
2,MSFT,100.605541,1787200000.515,51,1000,0,1787200000.0,1
2,AAPL,99.868043,1787200000.525,52,1000,0,1787200000.0,1
2,INTC,100.088958,1787200000.525,52,1000,1,1787200000.0,1
2,MSFT,100.665869,1787200000.525,52,1000,0,1787200000.0,1
2,AAPL,99.800803,1787200000.535,53,1000,0,1787200000.0,1
2,INTC,100.078514,1787200000.535,53,1000,1,1787200000.0,1
2,MSFT,100.686088,1787200000.535,53,1000,0,1787200000.0,1
2,AAPL,99.746173,1787200000.545,54,1000,0,1787200000.0,1
2,INTC,100.018973,1787200000.545,54,1000,1,1787200000.0,1
2,MSFT,100.706491,1787200000.545,54,1000,0,1787200000.0,1
2,AAPL,99.725179,1787200000.555,55,1000,0,1787200000.0,1
2,INTC,100.008127,1787200000.555,55,1000,1,1787200000.0,1
2,MSFT,100.715043,1787200000.555,55,1000,0,1787200000.0,1
2,AAPL,99.706717,1787200000.565,56,1000,0,1787200000.0,1
2,INTC,99.931991,1787200000.565,56,1000,1,1787200000.0,1
2,MSFT,100.836724,1787200000.565,56,1000,0,1787200000.0,1
2,AAPL,99.663264,1787200000.575,57,1000,0,1787200000.0,1
2,INTC,99.936594,1787200000.575,57,1000,1,1787200000.0,1
2,MSFT,100.907946,1787200000.575,57,1000,0,1787200000.0,1
2,AAPL,99.653406,1787200000.585,58,1000,0,1787200000.0,1
2,INTC,99.878722,1787200000.585,58,1000,1,1787200000.0,1
2,MSFT,100.874615,1787200000.585,58,1000,0,1787200000.0,1
2,AAPL,99.650874,1787200000.595,59,1000,0,1787200000.0,1
2,INTC,99.952935,1787200000.595,59,1000,1,1787200000.0,1
2,MSFT,100.882634,1787200000.595,59,1000,0,1787200000.0,1
2,AAPL,99.662768,1787200000.605,60,1000,0,1787200000.0,1
2,INTC,99.950857,1787200000.605,60,1000,1,1787200000.0,1
2,MSFT,100.946669,1787200000.605,60,1000,0,1787200000.0,1
2,AAPL,99.673653,1787200000.615,61,1000,0,1787200000.0,1
2,INTC,99.969053,1787200000.615,61,1000,1,1787200000.0,1
2,MSFT,100.910568,1787200000.615,61,1000,0,1787200000.0,1
2,AAPL,99.660827,1787200000.625,62,1000,0,1787200000.0,1
2,INTC,99.893612,1787200000.625,62,1000,1,1787200000.0,1
2,MSFT,100.917079,1787200000.625,62,1000,0,1787200000.0,1
2,AAPL,99.630294,1787200000.635,63,1000,0,1787200000.0,1
2,INTC,99.841851,1787200000.635,63,1000,1,1787200000.0,1
2,MSFT,100.977188,1787200000.635,63,1000,0,1787200000.0,1
2,AAPL,99.652854,1787200000.645,64,1000,0,1787200000.0,1
2,INTC,99.932096,1787200000.645,64,1000,1,1787200000.0,1
2,MSFT,101.002166,1787200000.645,64,1000,0,1787200000.0,1
2,AAPL,99.727113,1787200000.655,65,1000,0,1787200000.0,1
2,INTC,99.884444,1787200000.655,65,1000,1,1787200000.0,1
2,MSFT,101.009818,1787200000.655,65,1000,0,1787200000.0,1
2,AAPL,99.74957,1787200000.665,66,1000,0,1787200000.0,1
